Date	Price	Open	High	Low	Vol.	Change %
Jan 21, 2025	599.00	613.00	613.00	598.00	2.79M	-1.80%
Jan 20, 2025	610.00	602.00	613.00	601.00	2.03M	+1.67%
Jan 17, 2025	600.00	601.00	605.00	596.00	1.74M	0.00%
Jan 16, 2025	600.00	600.00	607.00	598.00	2.25M	+1.52%
Jan 15, 2025	591.00	606.00	610.00	591.00	3.85M	-2.80%
Jan 14, 2025	608.00	608.00	611.00	605.00	3.02M	-0.16%
Jan 13, 2025	609.00	626.00	626.00	605.00	4.34M	-2.72%
Jan 10, 2025	626.00	630.00	632.00	623.00	2.90M	-1.11%
Jan 09, 2025	633.00	645.00	648.00	633.00	2.74M	-2.01%
Jan 08, 2025	646.00	647.00	660.00	642.00	4.55M	-0.31%
Jan 07, 2025	648.00	631.00	648.00	628.00	5.20M	+3.02%
Jan 06, 2025	629.00	630.00	632.00	618.00	3.48M	+0.96%
Jan 03, 2025	623.00	613.00	628.00	613.00	4.50M	+2.98%
Jan 02, 2025	605.00	616.00	635.00	602.00	4.50M	-1.79%
Dec 31, 2024	616.00	615.00	619.00	612.00	1.57M	-0.16%
Dec 30, 2024	617.00	621.00	625.00	617.00	1.21M	-1.12%
Dec 27, 2024	624.00	620.00	624.00	617.00	1.27M	+1.30%
Dec 26, 2024	616.00	618.00	622.00	616.00	1.55M	+0.49%
Dec 25, 2024	613.00	619.00	621.00	612.00	1.59M	-0.33%
Dec 24, 2024	615.00	615.00	620.00	610.00	2.76M	0.00%
Dec 23, 2024	615.00	609.00	622.00	606.00	4.46M	+2.50%
Dec 20, 2024	600.00	597.00	605.00	596.00	3.82M	-0.33%
Dec 19, 2024	602.00	598.00	602.00	586.00	3.69M	-1.15%
Dec 18, 2024	609.00	596.00	609.00	596.00	2.50M	+2.35%
Dec 17, 2024	595.00	600.00	603.00	595.00	4.01M	-1.00%
Dec 16, 2024	601.00	618.00	618.00	594.00	3.46M	-2.28%
Dec 13, 2024	615.00	611.00	615.00	606.00	2.17M	+1.15%
Dec 12, 2024	608.00	608.00	610.00	603.00	2.21M	+0.66%
Dec 11, 2024	604.00	602.00	606.00	598.00	2.01M	-0.17%
Dec 10, 2024	605.00	615.00	617.00	600.00	2.67M	-0.49%
Dec 09, 2024	608.00	599.00	608.00	597.00	2.56M	+1.67%
Dec 06, 2024	598.00	600.00	606.00	591.00	6.13M	-0.33%
Dec 05, 2024	600.00	600.00	608.00	596.00	6.32M	-0.17%
Dec 04, 2024	601.00	594.00	603.00	592.00	3.12M	+1.01%
Dec 03, 2024	595.00	610.00	612.00	586.00	5.36M	-1.16%
Dec 02, 2024	602.00	594.00	603.00	591.00	3.23M	+2.38%
Nov 29, 2024	588.00	579.00	597.00	574.00	4.37M	+1.20%
Nov 28, 2024	581.00	594.00	595.00	576.00	5.08M	-2.19%
Nov 27, 2024	594.00	614.00	617.00	592.00	7.75M	-3.73%
Nov 26, 2024	617.00	604.00	619.00	595.00	9.03M	+2.49%
Nov 25, 2024	602.00	612.00	623.00	602.00	14.05M	-1.47%
Nov 22, 2024	611.00	614.00	618.00	608.00	10.19M	+0.16%
Nov 21, 2024	610.00	620.00	625.00	610.00	9.35M	-1.45%
Nov 20, 2024	619.00	623.00	637.00	616.00	11.02M	-0.48%
Nov 19, 2024	622.00	619.00	642.00	617.00	13.12M	+1.63%
Nov 18, 2024	612.00	614.00	623.00	610.00	11.16M	+0.82%
Nov 15, 2024	607.00	625.00	646.00	604.00	8.73M	-2.57%
Nov 14, 2024	623.00	615.00	631.00	613.00	6.51M	+1.96%
Nov 13, 2024	611.00	611.00	617.00	607.00	2.95M	-0.16%
Nov 12, 2024	612.00	605.00	624.00	604.00	5.08M	-0.33%
Nov 11, 2024	614.00	625.00	625.00	598.00	7.41M	-1.13%
Nov 08, 2024	621.00	610.00	627.00	610.00	4.34M	+2.31%
Nov 07, 2024	607.00	602.00	616.00	601.00	3.26M	+0.17%
Nov 06, 2024	606.00	596.00	608.00	595.00	3.74M	+1.68%
Nov 05, 2024	596.00	595.00	600.00	592.00	2.33M	0.00%
Nov 04, 2024	596.00	580.00	597.00	580.00	2.40M	+2.23%
Nov 01, 2024	583.00	553.00	584.00	552.00	2.98M	+1.39%
Oct 30, 2024	575.00	587.00	588.00	575.00	3.46M	-1.54%
Oct 29, 2024	584.00	592.00	594.00	577.00	2.40M	-1.85%
Oct 28, 2024	595.00	596.00	598.00	591.00	1.66M	+0.68%
Oct 25, 2024	591.00	590.00	594.00	587.00	1.73M	+1.20%
Oct 24, 2024	584.00	589.00	592.00	584.00	2.10M	-1.18%
Oct 23, 2024	591.00	595.00	598.00	588.00	2.62M	-1.50%
Oct 22, 2024	600.00	590.00	602.00	586.00	3.88M	+1.69%
Oct 21, 2024	590.00	609.00	610.00	586.00	3.72M	-1.01%
Oct 18, 2024	596.00	602.00	613.00	596.00	5.11M	0.00%
Oct 17, 2024	596.00	597.00	602.00	591.00	1.97M	+0.85%
Oct 16, 2024	591.00	590.00	597.00	587.00	2.63M	-1.34%
Oct 15, 2024	599.00	586.00	607.00	586.00	5.06M	+2.74%
Oct 14, 2024	583.00	581.00	591.00	577.00	2.01M	-0.34%
Oct 11, 2024	585.00	591.00	592.00	580.00	2.59M	+1.39%
Oct 09, 2024	577.00	579.00	586.00	577.00	2.30M	0.00%
Oct 08, 2024	577.00	572.00	582.00	568.00	2.83M	-0.35%
Oct 07, 2024	579.00	570.00	584.00	569.00	4.23M	+3.02%
Oct 04, 2024	562.00	568.00	571.00	559.00	3.83M	-1.75%
Oct 01, 2024	572.00	555.00	577.00	553.00	3.37M	+3.44%
Sep 30, 2024	553.00	565.00	571.00	553.00	4.07M	-2.64%
Sep 27, 2024	568.00	578.00	583.00	567.00	3.10M	-1.22%
Sep 26, 2024	575.00	583.00	589.00	572.00	4.38M	-1.88%
Sep 25, 2024	586.00	597.00	598.00	582.00	4.51M	-1.35%
Sep 24, 2024	594.00	590.00	596.00	580.00	3.42M	+0.85%
Sep 23, 2024	589.00	588.00	592.00	581.00	4.69M	-0.34%
Sep 20, 2024	591.00	572.00	598.00	572.00	8.93M	+3.87%
Sep 19, 2024	569.00	555.00	569.00	551.00	5.50M	+4.02%
Sep 18, 2024	547.00	541.00	551.00	541.00	2.73M	+0.55%
Sep 16, 2024	544.00	541.00	546.00	538.00	1.21M	+0.18%
Sep 13, 2024	543.00	537.00	543.00	533.00	1.94M	+0.74%
Sep 12, 2024	539.00	535.00	543.00	530.00	3.28M	+3.06%
Sep 11, 2024	523.00	526.00	530.00	520.00	2.10M	-0.76%
Sep 10, 2024	527.00	536.00	539.00	522.00	3.54M	-1.13%
Sep 09, 2024	533.00	520.00	534.00	518.00	3.58M	+1.14%
Sep 06, 2024	527.00	522.00	536.00	516.00	2.43M	+1.15%
Sep 05, 2024	521.00	530.00	535.00	520.00	2.63M	-1.33%
Sep 04, 2024	528.00	522.00	537.00	512.00	4.47M	-4.00%
Sep 03, 2024	550.00	553.00	557.00	550.00	1.84M	-1.08%
Sep 02, 2024	556.00	547.00	562.00	542.00	4.86M	+3.54%
Aug 30, 2024	537.00	547.00	556.00	537.00	4.11M	-2.01%
Aug 29, 2024	548.00	542.00	552.00	540.00	3.49M	-0.72%
Aug 28, 2024	552.00	555.00	556.00	543.00	2.40M	-0.36%
Aug 27, 2024	554.00	542.00	562.00	542.00	6.36M	+1.47%
Aug 26, 2024	546.00	539.00	564.00	530.00	11.70M	+5.20%
Aug 23, 2024	519.00	512.00	519.00	508.00	1.74M	+0.19%
Aug 22, 2024	518.00	518.00	520.00	513.00	1.47M	+0.19%
Aug 21, 2024	517.00	524.00	524.00	511.00	3.28M	-0.39%
Aug 20, 2024	519.00	523.00	525.00	518.00	3.59M	-0.95%
Aug 19, 2024	524.00	521.00	531.00	516.00	3.37M	+0.96%
Aug 16, 2024	519.00	522.00	522.00	515.00	3.25M	+1.17%
Aug 15, 2024	513.00	512.00	518.00	505.00	3.74M	+0.59%
Aug 14, 2024	510.00	506.00	511.00	500.00	4.91M	+2.00%
Aug 13, 2024	500.00	501.00	509.00	496.00	4.03M	+0.20%
Aug 12, 2024	499.00	507.00	512.00	496.50	4.87M	-1.19%
Aug 09, 2024	505.00	509.00	511.00	497.00	8.60M	+0.60%
Aug 08, 2024	502.00	509.00	513.00	494.50	16.97M	+6.92%
Aug 07, 2024	469.50	433.50	473.50	433.00	6.12M	+7.81%
Aug 06, 2024	435.50	454.50	454.50	422.00	4.96M	+0.58%
Aug 05, 2024	433.00	450.00	452.50	426.00	5.48M	-8.26%
Aug 02, 2024	472.00	478.50	487.00	468.00	5.41M	-4.07%
Aug 01, 2024	492.00	470.00	492.00	469.00	7.36M	+7.89%
Jul 31, 2024	456.00	445.00	457.00	443.00	4.04M	+2.01%
Jul 30, 2024	447.00	444.00	447.00	433.00	4.27M	+0.56%
Jul 29, 2024	444.50	461.50	461.50	443.00	3.88M	-2.95%
Jul 26, 2024	458.00	471.00	472.00	447.50	6.35M	-4.28%
Jul 23, 2024	478.50	472.00	479.00	472.00	1.95M	+2.24%
Jul 22, 2024	468.00	480.00	480.50	459.50	3.68M	-2.80%
Jul 19, 2024	481.50	493.50	494.50	481.00	2.70M	-2.63%
Jul 18, 2024	494.50	489.00	496.50	486.00	3.14M	+0.20%
Jul 17, 2024	493.50	500.00	502.00	491.50	2.38M	-1.69%
Jul 16, 2024	502.00	496.00	502.00	492.50	1.80M	+0.70%
Jul 15, 2024	498.50	513.00	514.00	495.00	3.02M	-2.06%
Jul 12, 2024	509.00	517.00	517.00	507.00	3.34M	-0.78%
Jul 11, 2024	513.00	510.00	522.00	506.00	5.02M	+0.98%
Jul 10, 2024	508.00	506.00	514.00	495.00	10.33M	+4.42%
Jul 09, 2024	486.50	489.50	490.00	483.50	2.20M	+0.10%
Jul 08, 2024	486.00	484.00	488.00	480.00	1.87M	+0.62%
Jul 05, 2024	483.00	484.00	486.00	482.50	2.40M	+0.21%
Jul 04, 2024	482.00	482.00	492.50	481.00	4.47M	+0.52%
Jul 03, 2024	479.50	470.00	480.50	465.00	12.41M	-2.14%
Jul 02, 2024	490.00	492.00	493.50	486.00	5.01M	-1.11%
Jul 01, 2024	495.50	502.00	502.00	494.50	3.31M	-0.50%
Jun 28, 2024	498.00	501.00	504.00	498.00	3.56M	-0.99%
Jun 27, 2024	503.00	501.00	506.00	496.00	3.64M	-0.59%
Jun 26, 2024	506.00	503.00	512.00	501.00	2.88M	0.00%
Jun 25, 2024	506.00	510.00	511.00	500.00	4.71M	-1.36%
Jun 24, 2024	513.00	514.00	518.00	508.00	3.88M	+0.20%
Jun 21, 2024	512.00	507.00	518.00	505.00	4.52M	0.00%
Jun 20, 2024	512.00	505.00	516.00	504.00	3.41M	+1.99%
Jun 19, 2024	502.00	498.00	508.00	495.50	4.30M	+1.21%
Jun 18, 2024	496.00	492.00	497.50	490.50	3.63M	+1.43%
Jun 17, 2024	489.00	493.50	495.00	489.00	2.10M	-0.91%
Jun 14, 2024	493.50	495.00	496.00	490.00	3.93M	+1.33%
Jun 13, 2024	487.00	480.50	491.50	478.00	6.13M	+1.35%
Jun 12, 2024	480.50	480.00	484.50	477.00	4.40M	-0.21%
Jun 11, 2024	481.50	484.00	486.00	478.00	3.22M	-0.52%
Jun 07, 2024	484.00	493.00	494.00	477.00	6.32M	-1.83%
Jun 06, 2024	493.00	495.00	500.00	491.50	3.78M	+0.92%
Jun 05, 2024	488.50	498.00	499.00	486.50	6.80M	-1.51%
Jun 04, 2024	496.00	508.00	509.00	491.50	10.19M	-2.55%
Jun 03, 2024	509.00	522.00	527.00	508.00	7.72M	-0.78%
May 31, 2024	513.00	517.00	517.00	507.00	15.31M	-0.39%
May 30, 2024	515.00	515.00	516.00	508.00	11.60M	-1.72%
May 29, 2024	524.00	523.00	526.00	513.00	9.83M	-0.57%
May 28, 2024	527.00	535.00	536.00	517.00	15.15M	-2.41%
May 27, 2024	540.00	528.00	540.00	517.00	14.48M	+4.05%
May 24, 2024	519.00	508.00	524.00	503.00	10.95M	-0.19%
May 23, 2024	520.00	531.00	531.00	512.00	13.86M	-0.38%
May 22, 2024	522.00	499.50	535.00	493.00	20.48M	+6.75%
May 21, 2024	489.00	503.00	505.00	483.00	10.60M	-3.36%
May 20, 2024	506.00	518.00	521.00	501.00	8.35M	-1.94%
May 17, 2024	516.00	510.00	516.00	502.00	6.65M	0.00%
May 16, 2024	516.00	505.00	520.00	500.00	10.30M	+3.61%
May 15, 2024	498.00	513.00	517.00	495.50	11.12M	-2.73%
May 14, 2024	512.00	510.00	512.00	495.50	22.31M	+9.87%
May 13, 2024	466.00	473.00	476.00	459.00	3.22M	-0.96%
May 10, 2024	470.50	473.00	474.50	464.00	4.81M	-0.95%
May 09, 2024	475.00	460.50	483.00	460.00	8.52M	+3.60%
May 08, 2024	458.50	456.00	461.50	452.50	5.16M	-0.33%
May 07, 2024	460.00	452.50	466.00	451.50	7.67M	+2.56%
May 06, 2024	448.50	433.50	451.50	433.00	4.44M	+4.55%
May 03, 2024	429.00	431.50	435.00	428.50	2.29M	+0.35%
May 02, 2024	427.50	427.00	432.00	426.50	2.85M	-0.58%
Apr 30, 2024	430.00	425.00	434.50	425.00	2.44M	+0.94%
Apr 29, 2024	426.00	420.50	426.50	420.50	1.97M	+1.67%
Apr 26, 2024	419.00	412.50	422.50	412.50	2.39M	+1.70%
Apr 25, 2024	412.00	413.50	415.50	410.00	2.32M	-2.02%
Apr 24, 2024	420.50	415.50	422.00	414.00	2.22M	+2.69%
Apr 23, 2024	409.50	415.00	418.50	406.50	2.86M	-0.97%
Apr 22, 2024	413.50	415.50	419.50	411.50	2.22M	0.00%
